GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
RO60,0.263154836,-1.500121154,1.651096627,0.223407726,-0.642108817,-0.062654521,1.084267152
STK4,-1.059078995,-0.668397464,1.294476623,1.100613101,-0.711184718,0.320939979,-0.062185187
PMP22,2.811719563,0.786750946,1.280390742,0.862125086,-0.55980823,-0.643970892,-0.006307777
GDF9,1.869398934,1.351749243,0.123148893,0.501477237,0.257825304,-2.102151608,0.492187061
ZCCHC10,-0.631030964,-1.753194006,-0.302685822,-0.511419659,-0.664142547,0.294367701,0.327072019
TBX5,0.984241583,-1.184493183,-2.235247246,-1.062223221,-0.384223814,0.131021806,-0.084967809
PSMB6,-2.234063689,0.974316018,-0.202986429,-0.157668327,-0.074245113,-0.125211122,0.566487265
SPAG7,-2.206609628,0.464478664,-1.130580544,-0.45102255,-0.069539711,0.272669365,0.099484588
PFN1,-1.142171952,-0.072119754,-2.229297257,0.463590035,0.246298356,0.694643159,0.373505589
TOMM34,-1.811494332,0.407733273,0.291784049,0.361489454,-0.445613243,-0.374218132,0.36096884
YWHAB,-1.156856641,0.259202813,0.26916688,0.929623297,-1.507226911,-0.067024363,-0.106563529
KSR1,-1.967461046,-1.451569213,-1.234086429,-0.145009726,1.416732859,-0.194429144,-0.22047253
GPX3,-2.144668536,1.144255236,-0.562905608,-0.027523344,0.632657252,-0.337420569,-0.425915014
ANXA6,-0.285848088,1.751430395,0.66289685,0.600408514,-0.561648452,0.399969835,1.034967387
ZNF18,0.236994494,-1.854557421,0.15878125,-0.24753655,0.911164286,0.499158418,-0.658134902
SMURF2,-1.23294755,-1.356737861,-0.063931331,1.531393303,0.6540919,1.056824669,0.346013803
CEP95,-0.053452073,2.146752432,-0.846266644,-1.244904802,1.270248739,-1.561529977,0.533205753
VEZF1,-2.28564124,0.510238055,-0.977399714,0.253464732,0.172004455,0.32260907,-0.198500778
CUEDC1,0.119131539,2.432460267,-0.01826429,1.397790831,0.823456612,-0.144077631,0.200281135
SRSF1,-1.095405925,-1.847020656,1.449964708,-0.250775323,0.630451404,0.367752652,0.805284028
ABI3,2.564773829,0.005078625,0.803903989,0.869570923,0.856823345,0.8627876,0.680532462
SHROOM1,0.216170017,0.941920092,0.809908268,-0.224557125,1.454241294,-0.515134253,-1.179786866
KIF3A,1.004862558,0.782068996,1.02607012,0.363708773,-0.70489274,-0.190761869,0.154062124
SEPTIN8,2.624456926,-1.159177328,-0.797776091,1.04022552,-0.794700249,-0.116144135,1.046500585
MTMR4,-1.111080394,1.353725658,0.774446894,-0.189786027,-0.650442927,0.955062773,0.516985082
MRM1,2.803895741,-1.380052476,1.190895294,-1.431104385,-0.061393287,0.074495582,0.977483604
MAPT,-1.846544029,-0.702996301,-0.101643518,0.842175096,0.335811868,0.902688875,0.050566589
KANSL1,-1.047342741,0.088123072,0.475750195,-0.548726482,-0.247526994,1.586257503,0.367198372
GID4,-2.295247772,0.183725076,-0.783115485,0.335039822,-0.278289245,-0.214126525,0.403175442
MYO1B,2.317653471,-0.32954267,-0.58373127,-1.624924051,0.325468788,0.878505006,0.415393339
DHX40,-1.883178533,0.840176333,-0.277925537,0.377200797,-0.891919328,-0.332984064,-0.174349072
YPEL2,2.461015908,-2.446446432,0.249466859,1.019236025,0.690836443,-0.161724257,-0.5303674
AKAP1,2.464476565,0.971550362,1.55637485,-1.764270899,-0.386525846,-0.073399983,0.208415139
NOL11,-1.531235625,-2.105187805,0.04973,-0.108629165,0.439576062,0.988445077,0.019785886
DERL2,0.184175625,-0.597310823,1.769579235,-1.529175981,0.982758832,1.360532976,0.48232169
C1QBP,-1.748778926,0.610529582,1.254516505,-0.662769319,0.189439737,0.51423841,-0.883204741
RPAIN,-1.636711008,-0.406278813,0.26921974,0.021215283,1.896307227,-0.206790217,-0.1214441
SLC13A3,0.110794798,0.721755151,0.00659563,0.3515358,-1.168237949,-0.295343328,-0.358889912
CHD3,3.117692044,0.752727818,-0.244518158,0.65036055,-0.88104022,-0.261065127,0.466006488
KDM6B,-1.994348966,0.100465501,-0.17303008,0.623143097,-0.313551137,0.710687708,-0.409755855
APPBP2,0.750903462,-0.942636141,2.297449985,0.150189396,-0.474082256,-0.228746352,0.83925204
ADORA2B,2.639943968,1.152138376,-2.101441884,-0.614801644,1.244673998,-0.17589949,0.294772112
NCOR1,-2.163002623,0.658857941,0.161151051,-0.012798267,-0.4019624,0.042149675,-0.652585333
TRPV2,0.105322601,2.099922824,-1.92130567,-0.452323397,0.924110667,-0.843998682,0.270825226
CENPV,-0.476212506,0.156701511,1.3697814,0.56825177,2.143016073,0.305947556,-0.962178846
PCGF2,0.202959093,-1.76824135,-0.126323746,-1.271016359,-1.095988527,0.037862143,-0.58402879
CWC25,-0.809246801,-1.718801263,1.079697535,-0.364529476,1.169838429,0.194168681,-0.458426006
PIP4K2B,-2.473790084,-0.066336985,0.033550059,0.457081842,0.284660974,-0.375641794,0.076627503
TRIM37,-1.206159525,0.101851563,0.33196451,1.236742672,-0.891127527,-0.658373391,-0.397164687
YBX2,1.4985043,0.707249147,0.448339157,-1.81925621,-0.248458078,1.583848974,-0.868847952
CTDNEP1,-1.713461112,1.424455596,0.183435028,0.471668736,-0.684639893,-0.021760212,-0.091655497
ELP5,1.316222695,0.06001698,2.511066121,0.068183872,0.301137991,0.463466317,0.507966797
SLC2A4,1.159375906,0.487737738,0.320789837,-2.656659007,-0.73631681,0.575401457,0.953153018
GABARAP,-1.991728368,0.995225585,0.799518089,0.386920785,0.216879883,-0.02104746,-0.179400352
PHF23,-2.134320763,0.013128176,-0.239323216,-0.676578886,-0.327967204,0.625146519,0.614306782
ACADVL,2.924958377,1.10616005,1.46951065,-0.880313603,0.439329344,0.213601537,-0.703682486
G3BP1,-1.7318688,-0.825512401,0.544005787,-0.333342062,-0.932723531,0.035986106,0.818837991
ATOX1,0.71321111,0.399953496,0.547871775,1.158490385,-1.17023917,-0.239587898,0.735594319
SPARC,3.033051386,-0.628628022,-0.256880982,1.176661192,-0.843621011,0.399720844,0.677038872
MIEF2,1.9449934,2.649774913,-0.136037204,0.009202902,0.439172205,0.37954077,-0.380069801
TBX3,2.273216563,0.97075311,0.699493689,1.710869132,0.834835415,0.467670514,-0.207501925
DUSP14,0.080400277,0.135098206,-1.719347113,0.814354153,2.809965487,0.235935898,-0.65450219
TADA2A,-2.27271801,-0.346709998,-1.446472925,-0.179427077,0.600983948,-0.290899452,0.331990379
IKZF1,0.957633634,-0.055477022,-1.053473018,0.795012782,-2.097526822,0.886004509,0.845944624
PNPO,-1.264858935,1.835332317,-0.255212409,-0.113511939,-0.487464997,-0.19677248,0.8942949
COG1,-1.077418046,0.479304916,-0.435608807,0.572759939,-0.886043788,1.535492028,-0.373177845
CBX1,-1.995034741,-1.044264464,-0.001137284,0.008826539,-0.438222063,-0.340224034,-0.008476972
CDK5RAP3,-2.043791895,1.145131779,-0.467104042,0.148315746,0.328793461,-0.126537788,-0.983155681
COPZ2,1.758526185,1.609308128,0.274715673,1.009175824,0.478911826,-0.031598037,0.802934526
SLC25A39,1.28309693,0.812472624,0.024662499,-0.120441485,-0.666197602,0.880527742,-0.399874421
SP2,-2.040902076,-0.703581186,-0.178340654,-1.310276859,-0.020253458,0.432966836,-0.626621545
AATF,-1.993185032,-1.264241988,0.48865933,0.310328342,0.307748446,0.240170051,-0.654748211
DYNC1H1,-0.423724036,2.013562746,-0.241753331,0.282510196,-1.074296953,1.068782147,-0.014348541
PEX12,-2.147162994,0.535045947,-0.148831629,-0.736495285,0.022248811,-0.60517878,-0.652715824
NDEL1,-2.098179885,0.90104631,-0.79047241,-0.004922768,0.238958875,0.735223419,0.167822755
SLC25A35,2.067017986,-1.010912304,1.424908819,0.283230142,-1.027976249,0.644911023,-0.516547963
ZBTB4,-1.916718383,-0.734942122,-0.100597138,-0.429572498,-0.341932658,1.186767611,-0.130815447
MPDU1,-0.25946975,-0.140434042,1.37228481,0.216920026,-0.284532752,-1.724093213,-1.309759773
FXR2,-2.323501522,0.088616217,0.017960155,-0.123772038,-0.243896429,0.454288495,0.001702469
ATP5MC3,3.071764516,1.34330908,0.997450328,-1.089853083,0.520338511,0.366240013,-0.091133627
ACSL1,2.559697707,1.026430476,1.402686923,0.399211719,-0.671716564,-0.153207666,-1.25560888
ABCA5,-1.86470635,0.324760639,1.255508327,-0.991180806,0.160279335,-0.985644245,0.320130147
SMYD4,-1.219451614,1.625015128,0.868019801,0.371642741,-0.087214858,-0.86939202,0.406963707
LSP1,-0.022552767,1.730947797,-1.656965582,0.680763442,0.192287526,0.145664458,0.843764506
ZFYVE27,-0.08940274,1.175414487,1.588368667,-0.922576049,0.429844396,0.723176866,-0.318978924
AVPI1,-1.60963944,1.297258605,0.670949695,0.267483255,0.016613449,0.103483032,-0.450934995
SFRP5,2.336015207,0.221819721,2.182887292,-0.733505468,-0.402475301,-0.115615256,0.456871435
MYH11,2.744430825,0.459080165,0.892880131,0.075866314,-0.034870375,-0.401734926,-1.980539487
RAD51D,0.874330075,-0.61402905,1.146567372,1.325230668,-1.374099218,-1.415632013,-0.904073979
UNC45B,-2.165515729,0.39557206,0.257711129,0.346281346,-0.671275242,-0.142958332,0.225190999
PANK3,0.019908387,-0.672228359,0.920532265,1.404857842,-1.696466887,-0.408896543,-0.170441228
RARS1,-2.151857298,0.796649226,0.471261504,0.290820794,-0.206739667,-0.472488264,-0.335885764
MRPL58,-0.66991088,2.012296421,1.116256267,-0.875497856,-0.489329311,0.077094867,0.081986411
MRPL45,0.971991528,-0.844195639,2.088567448,-1.2236744,-0.564256355,0.941388987,-0.509272012
MB,3.144461918,1.706299896,0.421628752,-0.62574906,1.00215289,0.201960546,0.369698497
IRF1,2.000344951,0.412640797,-0.778714861,-0.00396942,-1.804112664,0.505086066,1.241542981
P4HA2,0.565475105,-0.756089628,-0.59156655,-0.410515015,-1.284799465,1.555330694,1.332707557
ARRB1,0.451363341,0.573969489,-2.493524009,-0.909605191,-0.873053044,1.407882748,0.120596635
CXCL16,3.181019691,0.67779908,-0.727448706,1.190474652,-0.163203993,-0.286932415,0.891809114
PELP1,-1.645913692,1.465422553,-0.722162449,0.695594091,-0.45537716,-0.398914608,-0.11548364
MED11,0.341453059,-1.740442789,-0.133392281,-0.159150665,-0.760681299,0.373291685,0.523713288
NATD1,0.784097759,1.291165696,0.396191944,1.262728285,-0.481442383,-0.65677529,1.05988595
MAP2K3,-0.150817188,-1.76414546,1.642325565,-0.904545033,0.41683636,-1.4783967,0.257032646
YWHAH,-1.130058478,0.836974424,0.04614747,0.837062776,-0.633740966,0.935777954,0.885241563
SART3,-0.433927465,1.272705013,1.538215461,0.692446514,0.011022031,-0.052539881,1.329099806
E2F2,-1.556873065,-0.40993224,-1.13382966,0.435224638,1.033700291,-1.41967189,-0.333363449
NARS2,0.996490594,0.074347346,2.134273656,-0.535423344,0.85751981,1.170545749,-0.564477188
SLC35B4,-1.542190535,-1.775210451,-0.044753736,0.793443367,-0.511890962,-0.088517301,0.225789793
DALRD3,-0.736259534,0.231539267,0.579168445,2.047367574,0.488641956,-0.311193943,-0.763133748
FIS1,-1.216613802,2.33775228,0.289791251,-0.440502502,0.488747199,-0.540853316,0.518111903
PLOD1,3.179381284,-0.918591064,0.495193684,0.569157589,-0.964659357,0.239893014,0.509421253
RAB3D,0.99066542,-1.047939014,-0.812605395,0.310002129,-2.359509587,-1.192441477,0.050969602
MFSD3,-0.904518003,2.179874148,0.165406749,0.87564575,-0.538783084,-0.289591424,0.152333795
SLC25A22,2.310413766,1.874140456,1.035262429,0.024535386,0.079667359,-0.398450661,-1.324960368
ATP6AP1,-2.216791728,0.706803511,-1.041384097,0.132972066,0.497328614,0.124430292,0.447754585
DNASE1L1,-1.965510166,0.902369381,-1.301650812,0.603161347,0.615385748,-0.34190431,0.496374138
ALDH3A1,-0.299025803,0.90397226,-1.214988679,-1.390331871,0.118214337,0.522089248,-2.101164267
SCRN1,2.201823145,0.205121927,-1.066796711,1.131667466,0.701886466,0.721510844,-0.886854664
C6ORF62,0.592387356,2.327995512,-0.64095201,0.141727858,-0.590914839,1.182275735,0.24089034
ISYNA1,1.651037993,-0.122512029,0.915787993,-0.105943454,-1.917940466,0.467153764,-0.099982197
HARS2,-0.880097452,-0.131671361,1.398106969,0.242203053,-0.018545408,0.760196405,-1.106993898
TMEM160,-1.582825427,1.755266191,-0.330101415,-0.9339844,1.083227773,-0.236950288,-0.385448747
RAB5C,-1.332844084,-1.008136995,0.614362813,1.037061277,-0.83707809,-0.051801707,-0.942147587
MDH2,2.128271211,2.125719423,0.937063265,-0.857953693,0.76911541,0.854142014,-0.087944401
HM13,-2.292385526,0.205110327,-0.121129701,0.566523867,-0.00473846,-0.628020251,0.066252003
RNF145,0.381722401,-1.9235866,-1.394824267,0.738099332,-1.459390309,-0.249384637,0.58617961
SCN1B,-1.269406204,2.042691356,-0.586715162,-0.208823746,0.302074456,0.298981396,0.296914915
ATP6V1E1,-1.839656192,0.878712678,0.940952507,-0.022805876,-0.196308201,0.240882224,-0.454208313
CHTF18,-0.071503299,0.672562008,1.804205851,0.221650155,-0.629358712,-0.719131964,1.611384059
RPS6KL1,0.55570745,-0.611698767,-0.216789981,-1.255610741,1.344814596,1.399890854,-0.909847092
PPP1R12C,2.220873675,0.912193571,0.798764606,0.164778508,0.49417143,0.251828514,-0.442803766
AHR,1.232371844,-0.8156347,0.511394571,-1.959628264,-1.596765983,-0.563159401,-0.779373848
MAP1S,-1.260548327,-0.515438922,0.469179569,1.455284506,1.635565475,0.591359518,-0.010185578
TMEM129,-0.780440153,0.531956572,0.652258134,-0.791554562,-1.085984187,-0.514528013,1.346159354
NOP9,-2.197422766,-0.787095221,-0.160961803,0.066225371,-0.353404912,-0.1378961,0.09301833
ATP6V0A1,-2.185668559,-0.14322874,-0.680082917,0.291641373,-0.379467758,-0.992822664,0.827304089
PSMC3IP,-0.694557171,1.16253364,0.725547849,0.286597407,-0.237366166,-0.628221453,0.368091904
NOXO1,0.982018501,0.149817159,-0.437172486,1.791746959,-0.447644098,1.354794786,-1.037369245
AOC3,0.378401978,-1.036163381,0.776157957,1.20496839,-1.928522973,-1.309161409,-0.214677622
ZNF687,-2.082515749,-1.340288014,-0.64358529,0.104188263,-0.262876179,0.21918376,0.422262563
C19ORF53,-1.381399001,1.135900304,0.993062249,-0.326595942,-0.871888679,-0.047919744,-0.603396329
CALM3,-2.421751222,-0.235710011,-0.399092321,-0.044465526,-0.082650701,-0.655673856,0.525418453
COPS3,-2.077933235,0.744870269,-0.143045138,0.44573022,0.130906194,0.306726648,-0.9815353
FKBP8,-2.132121557,0.799095106,-0.514248943,0.173199187,0.56745021,0.137106257,0.39678601
DDX39B,-1.762787561,1.369220389,-0.614383448,-0.144452977,-0.237271113,-0.103773414,-0.001602782
GIPC1,-1.279775822,0.774389616,-0.119365974,0.278947985,0.098401196,0.696413765,0.938744466
TLCD1,2.662251132,-1.880019642,0.172380606,-0.385788729,-1.15634557,-1.353498213,-0.518288819
PLSCR3,0.656527158,1.301269415,0.064184805,-0.005343954,-1.2994256,0.344704619,-1.529063864
ARHGEF25,0.687687639,-0.727125743,-0.634860304,-0.074236091,-0.545709512,-0.251273335,-1.9040048
XAB2,-1.184924078,-0.165793662,1.03952002,1.20012086,-0.655892836,0.044922882,-0.461321225
CDC37,0.520514069,2.898840669,-0.434528785,-0.684149854,0.42026757,0.281773195,0.018259128
RAB4A,-2.157613822,0.307937341,-0.754641571,-0.366426063,0.507129349,-0.506090492,0.167413113
TRIP10,-1.845898542,1.529290372,-0.168499849,0.22454775,-0.174822254,-0.004695061,-0.410728128
COPS6,-2.080107564,1.432327494,-0.157325075,-0.055593579,0.072327364,-0.08376743,0.22665502
UBB,-2.174286793,1.011800556,-0.553047646,-0.00877243,-0.250892721,0.144412524,-0.091596123
AP4M1,-0.336223938,-0.044564501,0.557634188,0.447658215,-0.413792274,-1.561705316,-1.80234416
GYG1,-2.350811527,0.836846812,0.060479726,-0.156193631,0.49595578,-0.107347895,0.112590894
RCN3,2.686937868,0.592824275,-1.403377396,1.094639172,0.278926958,-0.439392338,1.199747407
SLC6A8,0.37279877,2.243919392,1.019510577,-0.431140515,0.196692425,1.13250716,0.533496236
ARID3A,-0.212055736,-0.970239226,-0.937086072,-0.302947401,-0.298139319,-0.568483941,-1.838752065
PDK4,1.183962253,2.563135936,-0.215721852,1.102239846,0.393211489,-0.849917958,-0.940086394
UBXN6,-2.217255446,0.18086158,-0.499746539,0.431114719,0.310101981,0.222981667,-0.520111054
MYDGF,-1.142529531,1.826481251,0.59281027,-1.111647358,-0.363011237,-0.617710703,-0.030216664
CYB561,1.914012804,0.524371516,-0.321697763,1.831678271,1.798727445,0.154407893,-0.402294312
SEMA6A,1.818192087,0.25816001,-0.857084602,-1.462483552,-0.976823477,0.416730376,-2.253098078
CCDC12,-1.276315254,0.802063713,0.669093371,0.570308617,-0.101074601,1.019916409,-0.815997064
FMC1,0.270507945,2.226774173,1.028720319,-1.076647433,0.638156188,-0.671946937,0.86441081
AKT3,1.376933467,0.400758973,-0.073077431,-0.227482302,-1.181424338,0.004161701,-0.254907064
MRPL24,-0.998105316,1.45139273,1.052933486,0.085810871,-0.179193222,0.18853559,0.970754317
GLE1,-2.491950627,0.113438992,-0.125734215,-0.2109201,0.647840201,-0.651041081,-0.189542911
L3HYPDH,0.619482712,-0.589962942,-0.322256042,1.662288982,-0.621088118,-1.645912376,0.518077876
LYST,-0.520538979,-2.405109442,0.547768038,0.578897849,0.611747266,-0.410822334,0.050559178
SLC35E1,-1.034854071,0.671103326,1.777299502,-0.512246188,0.018104949,0.562427678,0.517372821
TMC4,0.850732851,-0.920482922,0.548987197,0.452098956,0.915636557,2.226292047,-0.909727416
SYNE4,0.587553196,-0.214480752,-1.023054153,-1.999211905,1.006950536,-2.222762516,1.576492122
POLR2I,-1.734915543,0.636327911,-0.17433597,0.431453835,0.658785887,0.087988357,-0.334508339
KRT10,0.084897952,1.165393313,0.432025818,-0.016289687,0.059450848,0.183568248,-2.253396765
RMND1,3.416022509,-1.052227805,0.824219801,-0.867479277,0.641328452,-0.177489373,-0.861565393
CCDC170,0.945173331,-0.346140761,-0.865647237,-2.163345708,-0.180925147,-2.786868335,-0.268133089
ESR1,-0.522940119,-1.581900666,-1.091346153,1.851485994,0.26572687,-0.893320289,-0.619226273
FBXO5,-0.627406383,-0.409564193,-0.151602657,-0.047501412,-1.571449417,-0.374703417,-0.558666559
MTRF1L,0.395711175,-0.977994655,2.416851915,0.166184971,0.728934272,-1.109861551,1.204651033
RGS17,0.585304654,-1.856371163,-1.687338211,-0.484774894,0.070991716,-1.733138445,-0.292562721
HDAC2,-2.223911383,-0.306079492,0.051465998,-0.082269278,-0.303678549,0.566801378,0.395693414
FRK,2.221250272,0.410246899,-1.351872328,0.670498996,0.648433598,1.369048491,-0.926801624
RWDD1,-2.496511963,-0.167873877,-0.418322386,-0.205039903,0.181178218,0.12236813,0.286510753
TRDN,-2.164054022,0.927015614,-0.792932283,-0.146970846,0.378403431,-0.487703318,0.683463931
HEY2,3.159057109,0.534859787,-0.296956514,-0.708489789,-0.209017431,0.680415381,-1.080528595
STXBP5,-0.411406981,-1.967902893,0.466826368,1.051148584,0.121276335,0.531134992,0.458583633
HINT3,-1.96836769,1.229364924,-0.198447157,-0.453813019,0.757628966,-0.344223954,-0.053902849
TRMT11,0.848707952,-1.667183379,1.210011619,0.708483908,1.353503502,-0.342653873,-1.650065122
KATNA1,-0.678230199,-1.90819953,0.441286877,1.065475871,0.674821947,-0.233622005,0.386887167
PCMT1,-2.206337024,0.795422217,-0.637099786,-0.120626339,0.159342991,0.229383127,0.518416685
LRP11,2.065834118,-1.885726988,-0.139202226,0.680921264,1.399807688,-0.495972066,1.01220234
MTRES1,1.984437406,0.835459267,0.981783512,-1.517504623,-0.598914612,0.632138477,-0.357108983
SEC63,-1.750066551,0.14349992,0.462895509,-0.357585666,-0.603240203,1.088193533,-0.493541406
SNX3,-2.358540552,-1.180477468,-0.1549874,-0.081507279,0.096029139,0.184958166,-0.28061081
AIG1,2.684827125,0.036966427,1.625337701,0.752691901,1.041245092,-1.0384267,-0.313871839
ADAT2,-2.154087917,0.590364826,-0.164136418,-0.240564735,-0.08240048,0.030271987,0.340674476
PEX3,0.220854142,0.708350438,0.00375688,0.320513803,-2.108195359,-1.350193523,0.052099894
FUCA2,-2.164056216,1.119683591,0.14794149,0.268762563,0.126614761,-0.175616952,0.25611758
CEP57L1,-1.176637462,0.948317077,1.345218145,-0.323416209,-0.211819664,-1.840293738,0.512150001
LTV1,-1.787739878,-0.847434718,0.292525594,0.957990739,0.201714802,0.157827924,0.781425988
PLAGL1,0.714072477,-2.09639975,-1.091965495,0.072443114,-0.473458988,0.198088301,-0.581268343
CD164,-1.772630605,-1.75673806,0.896710537,0.022352146,0.121756165,-0.289339965,0.603613872
UTRN,3.234730388,0.150529012,0.761738906,0.163422448,-0.53600733,-0.003296733,-1.015690828
SMPD2,0.193204374,1.340827027,0.800992426,1.262128509,-0.29409556,-0.214600788,-1.241999644
MICAL1,3.511450463,0.05885358,-0.631725648,1.194285282,0.554416677,-0.424086068,-0.262544745
